Mod:Item:MetaData, Localized Name
extratrees:logs.fireproof.3:2, Hazel Wood (Fireproof)
extratrees:logs.fireproof.3:3, Hickory Wood (Fireproof)
extratrees:logs.fireproof.4:0, Elm Wood (Fireproof)
extratrees:logs.fireproof.4:1, Elder Wood (Fireproof)
extratrees:logs.fireproof.4:2, Holly Wood (Fireproof)
extratrees:logs.fireproof.4:3, Hornbeam Wood (Fireproof)
extratrees:logs.fireproof.5:0, Cedar Wood (Fireproof)
extratrees:logs.fireproof.5:1, Olive Wood (Fireproof)
extratrees:logs.fireproof.5:2, Sweetgum Wood (Fireproof)
extratrees:logs.fireproof.5:3, Locust Wood (Fireproof)
extratrees:logs.fireproof.6:0, Pear Wood (Fireproof)
extratrees:logs.fireproof.6:1, Maclura Wood (Fireproof)
extratrees:logs.fireproof.6:2, Brazilwood Wood (Fireproof)
extratrees:logs.fireproof.6:3, Logwood Wood (Fireproof)
extratrees:logs.fireproof.7:0, Rosewood Wood (Fireproof)
extratrees:logs.fireproof.7:1, Purpleheart Wood (Fireproof)
extratrees:logs.fireproof.7:2, Iroko Wood (Fireproof)
extratrees:logs.fireproof.7:3, Gingko Wood (Fireproof)
extratrees:logs.fireproof.8:0, Eucalyptus Wood (Fireproof)
extratrees:logs.fireproof.8:1, Box Wood (Fireproof)
extratrees:logs.fireproof.8:2, Syzgium Wood (Fireproof)
extratrees:logs.fireproof.8:3, Pink Ivory Wood (Fireproof)
extratrees:logs.fireproof.9:0, Eucalyptus Wood (Fireproof)
extratrees:logs.fireproof.9:1, Eucalyptus Wood (Fireproof)
extratrees:logs.fireproof.9:2, Cherry Wood (Fireproof)
extratrees:logs.fireproof.9:3, Cinnamon Wood (Fireproof)
extratrees:planks.0:0, Apple Wood Planks
extratrees:planks.0:1, Fig Wood Planks
extratrees:planks.0:2, Butternut Wood Planks
extratrees:planks.0:3, Whitebeam Wood Planks
extratrees:planks.0:4, Rowan Wood Planks
extratrees:planks.0:5, Hemlock Wood Planks
extratrees:planks.0:6, Ash Wood Planks
extratrees:planks.0:7, Alder Wood Planks
extratrees:planks.0:8, Beech Wood Planks
extratrees:planks.0:9, Hawthorn Wood Planks
extratrees:planks.0:10, Banana Wood Planks
extratrees:planks.0:11, Yew Wood Planks
extratrees:planks.0:12, Cypress Wood Planks
extratrees:planks.0:13, Fir Wood Planks
extratrees:planks.0:14, Hazel Wood Planks
extratrees:planks.0:15, Hickory Wood Planks
extratrees:planks.1:0, Elm Wood Planks
extratrees:planks.1:1, Elder Wood Planks
extratrees:planks.1:2, Holly Wood Planks
extratrees:planks.1:3, Hornbeam Wood Planks
extratrees:planks.1:4, Cedar Wood Planks
extratrees:planks.1:5, Olive Wood Planks
extratrees:planks.1:6, Sweetgum Wood Planks
extratrees:planks.1:7, Locust Wood Planks
extratrees:planks.1:8, Pear Wood Planks
extratrees:planks.1:9, Maclura Wood Planks
extratrees:planks.1:10, Brazilwood Wood Planks
extratrees:planks.1:11, Logwood Wood Planks
extratrees:planks.1:12, Rosewood Wood Planks
extratrees:planks.1:13, Purpleheart Wood Planks
extratrees:planks.1:14, Iroko Wood Planks
extratrees:planks.1:15, Gingko Wood Planks
extratrees:planks.2:0, Eucalyptus Wood Planks
extratrees:planks.2:1, Box Wood Planks
extratrees:planks.2:2, Syzgium Wood Planks
extratrees:planks.2:3, Pink Ivory Wood Planks
extratrees:planks.fireproof.0:0, Apple Wood Planks (Fireproof)
extratrees:planks.fireproof.0:1, Fig Wood Planks (Fireproof)
extratrees:planks.fireproof.0:2, Butternut Wood Planks (Fireproof)
extratrees:planks.fireproof.0:3, Whitebeam Wood Planks (Fireproof)
extratrees:planks.fireproof.0:4, Rowan Wood Planks (Fireproof)
extratrees:planks.fireproof.0:5, Hemlock Wood Planks (Fireproof)
extratrees:planks.fireproof.0:6, Ash Wood Planks (Fireproof)
extratrees:planks.fireproof.0:7, Alder Wood Planks (Fireproof)
extratrees:planks.fireproof.0:8, Beech Wood Planks (Fireproof)
extratrees:planks.fireproof.0:9, Hawthorn Wood Planks (Fireproof)
extratrees:planks.fireproof.0:10, Banana Wood Planks (Fireproof)
extratrees:planks.fireproof.0:11, Yew Wood Planks (Fireproof)
extratrees:planks.fireproof.0:12, Cypress Wood Planks (Fireproof)
extratrees:planks.fireproof.0:13, Fir Wood Planks (Fireproof)
extratrees:planks.fireproof.0:14, Hazel Wood Planks (Fireproof)
extratrees:planks.fireproof.0:15, Hickory Wood Planks (Fireproof)
extratrees:planks.fireproof.1:0, Elm Wood Planks (Fireproof)
extratrees:planks.fireproof.1:1, Elder Wood Planks (Fireproof)
extratrees:planks.fireproof.1:2, Holly Wood Planks (Fireproof)
extratrees:planks.fireproof.1:3, Hornbeam Wood Planks (Fireproof)
extratrees:planks.fireproof.1:4, Cedar Wood Planks (Fireproof)
extratrees:planks.fireproof.1:5, Olive Wood Planks (Fireproof)
extratrees:planks.fireproof.1:6, Sweetgum Wood Planks (Fireproof)
extratrees:planks.fireproof.1:7, Locust Wood Planks (Fireproof)
extratrees:planks.fireproof.1:8, Pear Wood Planks (Fireproof)
extratrees:planks.fireproof.1:9, Maclura Wood Planks (Fireproof)
extratrees:planks.fireproof.1:10, Brazilwood Wood Planks (Fireproof)
extratrees:planks.fireproof.1:11, Logwood Wood Planks (Fireproof)
extratrees:planks.fireproof.1:12, Rosewood Wood Planks (Fireproof)
extratrees:planks.fireproof.1:13, Purpleheart Wood Planks (Fireproof)
extratrees:planks.fireproof.1:14, Iroko Wood Planks (Fireproof)
extratrees:planks.fireproof.1:15, Gingko Wood Planks (Fireproof)
extratrees:planks.fireproof.2:0, Eucalyptus Wood Planks (Fireproof)
extratrees:planks.fireproof.2:1, Box Wood Planks (Fireproof)
extratrees:planks.fireproof.2:2, Syzgium Wood Planks (Fireproof)
extratrees:planks.fireproof.2:3, Pink Ivory Wood Planks (Fireproof)
extratrees:slabs.0:0, Apple Wood Slab
extratrees:slabs.0:1, Fig Wood Slab
extratrees:slabs.0:2, Butternut Wood Slab
extratrees:slabs.0:3, Whitebeam Wood Slab
extratrees:slabs.0:4, Rowan Wood Slab
extratrees:slabs.0:5, Hemlock Wood Slab
extratrees:slabs.0:6, Ash Wood Slab
extratrees:slabs.0:7, Alder Wood Slab
extratrees:slabs.1:0, Beech Wood Slab
extratrees:slabs.1:1, Hawthorn Wood Slab
extratrees:slabs.1:2, Banana Wood Slab
extratrees:slabs.1:3, Yew Wood Slab
extratrees:slabs.1:4, Cypress Wood Slab
extratrees:slabs.1:5, Fir Wood Slab
extratrees:slabs.1:6, Hazel Wood Slab
extratrees:slabs.1:7, Hickory Wood Slab
extratrees:slabs.2:0, Elm Wood Slab
extratrees:slabs.2:1, Elder Wood Slab
extratrees:slabs.2:2, Holly Wood Slab
extratrees:slabs.2:3, Hornbeam Wood Slab
extratrees:slabs.2:4, Cedar Wood Slab
extratrees:slabs.2:5, Olive Wood Slab
extratrees:slabs.2:6, Sweetgum Wood Slab
extratrees:slabs.2:7, Locust Wood Slab
extratrees:slabs.3:0, Pear Wood Slab
extratrees:slabs.3:1, Maclura Wood Slab
extratrees:slabs.3:2, Brazilwood Wood Slab
extratrees:slabs.3:3, Logwood Wood Slab
extratrees:slabs.3:4, Rosewood Wood Slab
extratrees:slabs.3:5, Purpleheart Wood Slab
extratrees:slabs.3:6, Iroko Wood Slab
extratrees:slabs.3:7, Gingko Wood Slab
extratrees:slabs.4:0, Eucalyptus Wood Slab
extratrees:slabs.4:1, Box Wood Slab
extratrees:slabs.4:2, Syzgium Wood Slab
extratrees:slabs.4:3, Pink Ivory Wood Slab
extratrees:slabs.fireproof.0:0, Apple Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:1, Fig Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:2, Butternut Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:3, Whitebeam Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:4, Rowan Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:5, Hemlock Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:6, Ash Wood Slab (Fireproof)
extratrees:slabs.fireproof.0:7, Alder Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:0, Beech Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:1, Hawthorn Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:2, Banana Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:3, Yew Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:4, Cypress Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:5, Fir Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:6, Hazel Wood Slab (Fireproof)
extratrees:slabs.fireproof.1:7, Hickory Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:0, Elm Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:1, Elder Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:2, Holly Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:3, Hornbeam Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:4, Cedar Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:5, Olive Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:6, Sweetgum Wood Slab (Fireproof)
extratrees:slabs.fireproof.2:7, Locust Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:0, Pear Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:1, Maclura Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:2, Brazilwood Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:3, Logwood Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:4, Rosewood Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:5, Purpleheart Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:6, Iroko Wood Slab (Fireproof)
extratrees:slabs.fireproof.3:7, Gingko Wood Slab (Fireproof)
extratrees:slabs.fireproof.4:0, Eucalyptus Wood Slab (Fireproof)
extratrees:slabs.fireproof.4:1, Box Wood Slab (Fireproof)
extratrees:slabs.fireproof.4:2, Syzgium Wood Slab (Fireproof)
extratrees:slabs.fireproof.4:3, Pink Ivory Wood Slab (Fireproof)
extratrees:stairs.apple:0, Apple Stairs
extratrees:stairs.fig:0, Fig Stairs
extratrees:stairs.butternut:0, Butternut Stairs
extratrees:stairs.whitebeam:0, Whitebeam Stairs
extratrees:stairs.rowan:0, Rowan Stairs
extratrees:stairs.hemlock:0, Hemlock Stairs
extratrees:stairs.ash:0, Ash Stairs
extratrees:stairs.alder:0, Alder Stairs
extratrees:stairs.beech:0, Beech Stairs
extratrees:stairs.hawthorn:0, Hawthorn Stairs
extratrees:stairs.banana:0, Banana Stairs
extratrees:stairs.yew:0, Yew Stairs
extratrees:stairs.cypress:0, Cypress Stairs
extratrees:stairs.fir:0, Fir Stairs
extratrees:stairs.hazel:0, Hazel Stairs
extratrees:stairs.hickory:0, Hickory Stairs
extratrees:stairs.elm:0, Elm Stairs
extratrees:stairs.elder:0, Elder Stairs
extratrees:stairs.holly:0, Holly Stairs
extratrees:stairs.hornbeam:0, Hornbeam Stairs
extratrees:stairs.cedar:0, Cedar Stairs
extratrees:stairs.olive:0, Olive Stairs
extratrees:stairs.sweetgum:0, Sweetgum Stairs
extratrees:stairs.locust:0, Locust Stairs
extratrees:stairs.pear:0, Pear Stairs
extratrees:stairs.maclura:0, Maclura Stairs
extratrees:stairs.brazilwood:0, Brazilwood Stairs
extratrees:stairs.logwood:0, Logwood Stairs
extratrees:stairs.rosewood:0, Rosewood Stairs
extratrees:stairs.purpleheart:0, Purpleheart Stairs
extratrees:stairs.iroko:0, Iroko Stairs
extratrees:stairs.gingko:0, Gingko Stairs
extratrees:stairs.eucalyptus:0, Eucalyptus Stairs
extratrees:stairs.box:0, Box Stairs
extratrees:stairs.syzgium:0, Syzgium Stairs
extratrees:stairs.pinkivory:0, Pink Ivory Stairs
extratrees:stairs.fireproof.apple:0, Apple Stairs (Fireproof)
extratrees:stairs.fireproof.fig:0, Fig Stairs (Fireproof)
extratrees:stairs.fireproof.butternut:0, Butternut Stairs (Fireproof)
extratrees:stairs.fireproof.whitebeam:0, Whitebeam Stairs (Fireproof)
extratrees:stairs.fireproof.rowan:0, Rowan Stairs (Fireproof)
extratrees:stairs.fireproof.hemlock:0, Hemlock Stairs (Fireproof)
extratrees:stairs.fireproof.ash:0, Ash Stairs (Fireproof)
extratrees:stairs.fireproof.alder:0, Alder Stairs (Fireproof)
extratrees:stairs.fireproof.beech:0, Beech Stairs (Fireproof)
extratrees:stairs.fireproof.hawthorn:0, Hawthorn Stairs (Fireproof)
extratrees:stairs.fireproof.banana:0, Banana Stairs (Fireproof)
extratrees:stairs.fireproof.yew:0, Yew Stairs (Fireproof)
extratrees:stairs.fireproof.cypress:0, Cypress Stairs (Fireproof)
extratrees:stairs.fireproof.fir:0, Fir Stairs (Fireproof)
extratrees:stairs.fireproof.hazel:0, Hazel Stairs (Fireproof)
extratrees:stairs.fireproof.hickory:0, Hickory Stairs (Fireproof)
extratrees:stairs.fireproof.elm:0, Elm Stairs (Fireproof)
extratrees:stairs.fireproof.elder:0, Elder Stairs (Fireproof)
extratrees:stairs.fireproof.holly:0, Holly Stairs (Fireproof)
extratrees:stairs.fireproof.hornbeam:0, Hornbeam Stairs (Fireproof)
extratrees:stairs.fireproof.cedar:0, Cedar Stairs (Fireproof)
extratrees:stairs.fireproof.olive:0, Olive Stairs (Fireproof)
extratrees:stairs.fireproof.sweetgum:0, Sweetgum Stairs (Fireproof)
extratrees:stairs.fireproof.locust:0, Locust Stairs (Fireproof)
extratrees:stairs.fireproof.pear:0, Pear Stairs (Fireproof)
extratrees:stairs.fireproof.maclura:0, Maclura Stairs (Fireproof)
extratrees:stairs.fireproof.brazilwood:0, Brazilwood Stairs (Fireproof)
extratrees:stairs.fireproof.logwood:0, Logwood Stairs (Fireproof)
extratrees:stairs.fireproof.rosewood:0, Rosewood Stairs (Fireproof)
extratrees:stairs.fireproof.purpleheart:0, Purpleheart Stairs (Fireproof)
extratrees:stairs.fireproof.iroko:0, Iroko Stairs (Fireproof)
extratrees:stairs.fireproof.gingko:0, Gingko Stairs (Fireproof)
extratrees:stairs.fireproof.eucalyptus:0, Eucalyptus Stairs (Fireproof)
extratrees:stairs.fireproof.box:0, Box Stairs (Fireproof)
extratrees:stairs.fireproof.syzgium:0, Syzgium Stairs (Fireproof)
extratrees:stairs.fireproof.pinkivory:0, Pink Ivory Stairs (Fireproof)
extratrees:fences.0:0, Apple Fence
extratrees:fences.0:1, Fig Fence
extratrees:fences.0:2, Butternut Fence
extratrees:fences.0:3, Whitebeam Fence
extratrees:fences.0:4, Rowan Fence
extratrees:fences.0:5, Hemlock Fence
extratrees:fences.0:6, Ash Fence
extratrees:fences.0:7, Alder Fence
extratrees:fences.0:8, Beech Fence
extratrees:fences.0:9, Hawthorn Fence
extratrees:fences.0:10, Banana Fence
extratrees:fences.0:11, Yew Fence
extratrees:fences.0:12, Cypress Fence
extratrees:fences.0:13, Fir Fence
extratrees:fences.0:14, Hazel Fence
extratrees:fences.0:15, Hickory Fence
extratrees:fences.1:0, Elm Fence
extratrees:fences.1:1, Elder Fence
extratrees:fences.1:2, Holly Fence
extratrees:fences.1:3, Hornbeam Fence
extratrees:fences.1:4, Cedar Fence
extratrees:fences.1:5, Olive Fence
extratrees:fences.1:6, Sweetgum Fence
extratrees:fences.1:7, Locust Fence
extratrees:fences.1:8, Pear Fence
extratrees:fences.1:9, Maclura Fence
extratrees:fences.1:10, Brazilwood Fence
extratrees:fences.1:11, Logwood Fence
extratrees:fences.1:12, Rosewood Fence
extratrees:fences.1:13, Purpleheart Fence
extratrees:fences.1:14, Iroko Fence
extratrees:fences.1:15, Gingko Fence
extratrees:fences.2:0, Eucalyptus Fence
extratrees:fences.2:1, Box Fence
extratrees:fences.2:2, Syzgium Fence
extratrees:fences.2:3, Pink Ivory Fence
extratrees:fences.fireproof.0:0, Apple Fence (Fireproof)
extratrees:fences.fireproof.0:1, Fig Fence (Fireproof)
extratrees:fences.fireproof.0:2, Butternut Fence (Fireproof)
extratrees:fences.fireproof.0:3, Whitebeam Fence (Fireproof)
extratrees:fences.fireproof.0:4, Rowan Fence (Fireproof)
extratrees:fences.fireproof.0:5, Hemlock Fence (Fireproof)
extratrees:fences.fireproof.0:6, Ash Fence (Fireproof)
extratrees:fences.fireproof.0:7, Alder Fence (Fireproof)
extratrees:fences.fireproof.0:8, Beech Fence (Fireproof)
extratrees:fences.fireproof.0:9, Hawthorn Fence (Fireproof)
extratrees:fences.fireproof.0:10, Banana Fence (Fireproof)
extratrees:fences.fireproof.0:11, Yew Fence (Fireproof)
extratrees:fences.fireproof.0:12, Cypress Fence (Fireproof)
extratrees:fences.fireproof.0:13, Fir Fence (Fireproof)
extratrees:fences.fireproof.0:14, Hazel Fence (Fireproof)
extratrees:fences.fireproof.0:15, Hickory Fence (Fireproof)
extratrees:fences.fireproof.1:0, Elm Fence (Fireproof)
extratrees:fences.fireproof.1:1, Elder Fence (Fireproof)
extratrees:fences.fireproof.1:2, Holly Fence (Fireproof)
extratrees:fences.fireproof.1:3, Hornbeam Fence (Fireproof)
extratrees:fences.fireproof.1:4, Cedar Fence (Fireproof)
extratrees:fences.fireproof.1:5, Olive Fence (Fireproof)
extratrees:fences.fireproof.1:6, Sweetgum Fence (Fireproof)
extratrees:fences.fireproof.1:7, Locust Fence (Fireproof)
extratrees:fences.fireproof.1:8, Pear Fence (Fireproof)
extratrees:fences.fireproof.1:9, Maclura Fence (Fireproof)
extratrees:fences.fireproof.1:10, Brazilwood Fence (Fireproof)
extratrees:fences.fireproof.1:11, Logwood Fence (Fireproof)
extratrees:fences.fireproof.1:12, Rosewood Fence (Fireproof)
extratrees:fences.fireproof.1:13, Purpleheart Fence (Fireproof)
extratrees:fences.fireproof.1:14, Iroko Fence (Fireproof)
extratrees:fences.fireproof.1:15, Gingko Fence (Fireproof)
extratrees:fences.fireproof.2:0, Eucalyptus Fence (Fireproof)
extratrees:fences.fireproof.2:1, Box Fence (Fireproof)
extratrees:fences.fireproof.2:2, Syzgium Fence (Fireproof)
extratrees:fences.fireproof.2:3, Pink Ivory Fence (Fireproof)
extratrees:fence.gates.fir:0, Fir Fence Gate
extratrees:fence.gates.fireproof.fir:0, Fir Fence Gate (Fireproof)
extratrees:fence.gates.cedar:0, Cedar Fence Gate
extratrees:fence.gates.fireproof.cedar:0, Cedar Fence Gate (Fireproof)
extratrees:fence.gates.hemlock:0, Hemlock Fence Gate
extratrees:fence.gates.fireproof.hemlock:0, Hemlock Fence Gate (Fireproof)
extratrees:fence.gates.cypress:0, Cypress Fence Gate
extratrees:fence.gates.fireproof.cypress:0, Cypress Fence Gate (Fireproof)
extratrees:fence.gates.fig:0, Fig Fence Gate
extratrees:fence.gates.fireproof.fig:0, Fig Fence Gate (Fireproof)
extratrees:fence.gates.beech:0, Beech Fence Gate
extratrees:fence.gates.fireproof.beech:0, Beech Fence Gate (Fireproof)
extratrees:fence.gates.alder:0, Alder Fence Gate
extratrees:fence.gates.fireproof.alder:0, Alder Fence Gate (Fireproof)
extratrees:fence.gates.hazel:0, Hazel Fence Gate
extratrees:fence.gates.fireproof.hazel:0, Hazel Fence Gate (Fireproof)
extratrees:fence.gates.hornbeam:0, Hornbeam Fence Gate
extratrees:fence.gates.fireproof.hornbeam:0, Hornbeam Fence Gate (Fireproof)
extratrees:fence.gates.box:0, Box Fence Gate
extratrees:fence.gates.fireproof.box:0, Box Fence Gate (Fireproof)
extratrees:fence.gates.butternut:0, Butternut Fence Gate
extratrees:fence.gates.fireproof.butternut:0, Butternut Fence Gate (Fireproof)
extratrees:fence.gates.hickory:0, Hickory Fence Gate
extratrees:fence.gates.fireproof.hickory:0, Hickory Fence Gate (Fireproof)
extratrees:fence.gates.whitebeam:0, Whitebeam Fence Gate
extratrees:fence.gates.fireproof.whitebeam:0, Whitebeam Fence Gate (Fireproof)
extratrees:fence.gates.elm:0, Elm Fence Gate
extratrees:fence.gates.fireproof.elm:0, Elm Fence Gate (Fireproof)
extratrees:fence.gates.apple:0, Apple Fence Gate
extratrees:fence.gates.fireproof.apple:0, Apple Fence Gate (Fireproof)
extratrees:fence.gates.yew:0, Yew Fence Gate
extratrees:fence.gates.fireproof.yew:0, Yew Fence Gate (Fireproof)
extratrees:fence.gates.pear:0, Pear Fence Gate
extratrees:fence.gates.fireproof.pear:0, Pear Fence Gate (Fireproof)
extratrees:fence.gates.hawthorn:0, Hawthorn Fence Gate
extratrees:fence.gates.fireproof.hawthorn:0, Hawthorn Fence Gate (Fireproof)
extratrees:fence.gates.rowan:0, Rowan Fence Gate
extratrees:fence.gates.fireproof.rowan:0, Rowan Fence Gate (Fireproof)
extratrees:fence.gates.elder:0, Elder Fence Gate
extratrees:fence.gates.fireproof.elder:0, Elder Fence Gate (Fireproof)
extratrees:fence.gates.maclura:0, Maclura Fence Gate
extratrees:fence.gates.fireproof.maclura:0, Maclura Fence Gate (Fireproof)
extratrees:fence.gates.syzgium:0, Syzgium Fence Gate
extratrees:fence.gates.fireproof.syzgium:0, Syzgium Fence Gate (Fireproof)
extratrees:fence.gates.brazilwood:0, Brazilwood Fence Gate
extratrees:fence.gates.fireproof.brazilwood:0, Brazilwood Fence Gate (Fireproof)
extratrees:fence.gates.logwood:0, Logwood Fence Gate
extratrees:fence.gates.fireproof.logwood:0, Logwood Fence Gate (Fireproof)
extratrees:fence.gates.iroko:0, Iroko Fence Gate
extratrees:fence.gates.fireproof.iroko:0, Iroko Fence Gate (Fireproof)
extratrees:fence.gates.locust:0, Locust Fence Gate
extratrees:fence.gates.fireproof.locust:0, Locust Fence Gate (Fireproof)
extratrees:fence.gates.eucalyptus:0, Eucalyptus Fence Gate
extratrees:fence.gates.fireproof.eucalyptus:0, Eucalyptus Fence Gate (Fireproof)
extratrees:fence.gates.purpleheart:0, Purpleheart Fence Gate
extratrees:fence.gates.fireproof.purpleheart:0, Purpleheart Fence Gate (Fireproof)
extratrees:fence.gates.ash:0, Ash Fence Gate
extratrees:fence.gates.fireproof.ash:0, Ash Fence Gate (Fireproof)
